model,condition,profile,task,n,truth_mean,truth_sd,reported_outcome_mean,reported_outcome_sd,false_confirmations_mean,false_confirmations_sd,false_alarms_mean,false_alarms_sd,say_count_mean,say_count_sd,loc_mean,loc_sd,total_actions_mean,total_actions_sd,primitive_calls_mean,primitive_calls_sd,correct_report,false_confirm,false_alarm,silent
claude45,baseline,empty,S7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,empty,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L1,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4.6,0.548,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L10,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L2,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,3,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L3,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L4,5,0.6,0.548,0,0.0,0,0.0,0,0.0,2,0.0,4,0.0,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L5,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,5.8,0.447,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L6,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,3,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L8,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,11,0.0,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,L9,5,0.8,0.447,0,0.0,0,0.0,0,0.0,2,0.0,9,0.0,8,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S1,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S10,5,0.6,0.548,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S11,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S2,5,0.8,0.447,0.2,0.447,0,0.0,0,0.0,1,0.0,2.6,0.894,0.8,0.447,0,0.0,1,0,0,4
claude45,baseline,sighted,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,5,0,0,0
claude45,baseline,sighted,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S5,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S6,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted,S9,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L1,5,0.2,0.447,0.6,0.548,0.8,0.837,0,0.0,4.2,1.789,8.2,1.789,4,0.0,0,0.0,0,3,0,2
claude45,baseline,sighted_assist,L10,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3.8,1.789,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L2,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,3,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L3,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L4,5,0.4,0.548,0,0.0,0,0.0,0,0.0,2,0.0,4,0.0,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L5,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5.2,0.447,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L6,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5.2,0.447,3,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L8,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,11,0.0,2,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,L9,5,0.8,0.447,0,0.0,0,0.0,0,0.0,2,0.0,9,0.0,8,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S1,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S10,5,0.2,0.447,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S11,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S2,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,5,0,0,0
claude45,baseline,sighted_assist,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S5,5,0.6,0.548,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S6,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0,0,5
claude45,baseline,sighted_assist,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0,0,5
claude45,instructions,blind,L1,5,0.2,0.447,1,0.0,0,0.0,0,0.0,8,0.0,32,0.0,4,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,L10,5,0.8,0.447,1,0.0,0,0.0,0.8,0.447,3,0.0,15.8,1.789,2,0.0,0,0.0,1,0,4,0
claude45,instructions,blind,L2,5,0.4,0.548,0.8,0.447,0.2,0.447,0,0.0,3.4,1.949,9,1.225,3,0.0,0,0.0,3,1,0,1
claude45,instructions,blind,L3,5,1,0.0,0.8,0.447,0,0.0,0.8,0.447,4.4,1.342,11,0.707,4,0.0,0,0.0,0,0,4,1
claude45,instructions,blind,L4,5,0.2,0.447,1,0.0,0,0.0,0,0.0,4,0.0,16,0.0,2,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,L5,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,10.8,0.447,1,0.0,0,0.0,0,0,0,5
claude45,instructions,blind,L6,5,1,0.0,1,0.0,0,0.0,0,0.0,3.2,1.643,11.2,1.095,4,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,L7,5,0,0.0,1,0.0,1,0.0,0,0.0,3.6,0.894,10.4,0.894,3,0.0,0,0.0,0,5,0,0
claude45,instructions,blind,L8,5,0.8,0.447,1,0.0,0.2,0.447,0,0.0,4.6,1.342,15.4,6.066,3,0.0,0,0.0,4,1,0,0
claude45,instructions,blind,L9,5,0.8,0.447,1,0.0,0.2,0.447,0,0.0,4.2,1.643,22,4.123,8,0.0,0,0.0,4,1,0,0
claude45,instructions,blind,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S10,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S11,5,0.8,0.447,1,0.0,0.2,0.447,0.8,0.447,2,0.0,10,0.0,1,0.0,0,0.0,0,1,4,0
claude45,instructions,blind,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,11,0.0,0,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S4,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S5,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S6,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind,S7,5,0,0.0,0.6,0.548,0.6,0.548,0,0.0,2,0.0,10.2,1.643,1,0.0,0,0.0,0,3,0,2
claude45,instructions,blind,S9,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,L1,5,0.4,0.548,1,0.0,0,0.0,0.2,0.447,8,0.0,32,0.0,4,0.0,0,0.0,4,0,1,0
claude45,instructions,blind_assist,L10,5,0.2,0.447,1,0.0,0,0.0,0.2,0.447,3.4,0.894,17,2.828,2,0.0,0,0.0,4,0,1,0
claude45,instructions,blind_assist,L2,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2.8,1.789,12.6,3.209,3,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,L3,5,0.8,0.447,0.8,0.447,0,0.0,0.4,0.548,3.6,1.949,10.8,0.837,3.4,1.342,0,0.0,2,0,2,1
claude45,instructions,blind_assist,L4,5,0.8,0.447,1,0.0,0,0.0,0.4,0.548,4,0.0,16,0.0,2,0.0,0,0.0,3,0,2,0
claude45,instructions,blind_assist,L5,5,0,0.0,0,0.0,0,0.0,0,0.0,1.2,0.447,11.6,0.548,1,0.0,0,0.0,0,0,0,5
claude45,instructions,blind_assist,L6,5,0.8,0.447,0.4,0.548,0,0.0,0,0.0,4.8,1.643,10.6,2.074,4,0.0,0,0.0,2,0,0,3
claude45,instructions,blind_assist,L7,5,0,0.0,0.4,0.548,0.4,0.548,0,0.0,4.2,0.447,11.8,1.789,3,0.0,0,0.0,0,2,0,3
claude45,instructions,blind_assist,L8,5,1,0.0,1,0.0,0,0.0,0,0.0,7,0.0,11.6,0.548,3,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,L9,5,0.8,0.447,1,0.0,0.2,0.447,0,0.0,4.8,2.95,20.8,3.899,8,0.0,0,0.0,4,1,0,0
claude45,instructions,blind_assist,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8.2,0.447,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,S10,5,0.2,0.447,0.6,0.548,0,0.0,0,0.0,2,0.0,8.8,0.447,1,0.0,0,0.0,3,0,0,2
claude45,instructions,blind_assist,S11,5,0.8,0.447,1,0.0,0.2,0.447,0.8,0.447,2,0.0,10,0.0,1,0.0,0,0.0,0,1,4,0
claude45,instructions,blind_assist,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,11,0.0,0,0.0,0,0.0,5,0,0,0
claude45,instructions,blind_assist,S4,5,1,0.0,1,0.0,0,0.0,0.2,0.447,2,0.0,9.4,0.894,1,0.0,0,0.0,4,0,1,0
claude45,instructions,blind_assist,S5,5,1,0.0,1,0.0,0,0.0,0.4,0.548,2,0.0,9,0.0,1,0.0,0,0.0,3,0,2,0
claude45,instructions,blind_assist,S6,5,1,0.0,0.4,0.548,0,0.0,0,0.0,1.4,0.548,8.2,0.837,1,0.0,0,0.0,2,0,0,3
claude45,instructions,blind_assist,S7,5,0.4,0.548,0.4,0.548,0,0.0,0.2,0.447,2,0.0,12,0.0,1,0.0,0,0.0,1,0,1,3
claude45,instructions,blind_assist,S9,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,L1,5,0.6,0.548,1,0.0,0,0.0,0.2,0.447,9,0.0,11,0.0,4,0.0,0,0.0,4,0,1,0
claude45,instructions,empty,L10,5,0.8,0.447,1,0.0,0,0.0,0.8,0.447,3.4,0.894,15.4,0.894,2,0.0,0,0.0,1,0,4,0
claude45,instructions,empty,L2,5,1,0.0,1,0.0,0,0.0,0.6,0.548,3,1.414,9.8,0.837,3,0.0,0,0.0,2,0,3,0
claude45,instructions,empty,L3,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,6,2.236,3.4,1.342,0,0.0,0,0,0,5
claude45,instructions,empty,L4,5,0.6,0.548,1,0.0,0,0.0,0.2,0.447,4,0.0,16,0.0,2,0.0,0,0.0,4,0,1,0
claude45,instructions,empty,L5,5,0.2,0.447,0,0.0,0,0.0,0,0.0,1,0.0,9.2,2.387,1.6,1.342,0,0.0,0,0,0,5
claude45,instructions,empty,L6,5,1,0.0,0.8,0.447,0,0.0,0,0.0,5,0.0,10,0.0,4,0.0,0,0.0,4,0,0,1
claude45,instructions,empty,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,3,0.0,0,0.0,0,0,0,5
claude45,instructions,empty,L8,5,0.6,0.548,0.8,0.447,0.2,0.447,0,0.0,3.4,1.342,19.8,4.919,2.8,0.447,0,0.0,3,1,0,1
claude45,instructions,empty,L9,5,0.8,0.447,0.2,0.447,0,0.0,0,0.0,3.6,3.578,11,4.472,8,0.0,0,0.0,1,0,0,4
claude45,instructions,empty,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,S10,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8.2,0.447,1,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,S11,5,0.6,0.548,1,0.0,0.4,0.548,0.6,0.548,2,0.0,10,0.0,1,0.0,0,0.0,0,2,3,0
claude45,instructions,empty,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,11,0.0,0,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,S4,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8.8,0.447,1,0.0,0,0.0,5,0,0,0
claude45,instructions,empty,S5,5,1,0.0,0.6,0.548,0,0.0,0.2,0.447,1.6,0.548,5.8,3.493,1,0.0,0,0.0,2,0,1,2
claude45,instructions,empty,S6,5,0.6,0.548,0.4,0.548,0,0.0,0,0.0,2.2,0.447,6.4,1.949,1,0.0,0,0.0,2,0,0,3
claude45,instructions,empty,S7,5,0,0.0,0.8,0.447,0,0.0,0,0.0,2,0.0,12,0.0,1,0.0,0,0.0,4,0,0,1
claude45,instructions,empty,S9,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8.8,0.447,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,L1,5,0.4,0.548,1,0.0,0,0.0,1,1.0,9,0.0,12.8,1.643,4,0.0,0,0.0,3,0,2,0
claude45,instructions,sighted,L10,5,0.4,0.548,0.8,0.447,0,0.0,0.2,0.447,2.6,0.894,13,3.464,2,0.0,0,0.0,3,0,1,1
claude45,instructions,sighted,L2,5,1,0.0,1,0.0,0,0.0,0.6,0.548,4.2,1.643,9.4,1.14,3,0.0,0,0.0,2,0,3,0
claude45,instructions,sighted,L3,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted,L4,5,0.2,0.447,1,0.0,0,0.0,0,0.0,4,0.0,16,0.0,2,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,L5,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,6.4,2.074,3.4,1.342,0,0.0,0,0,0,5
claude45,instructions,sighted,L6,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,3,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted,L8,5,0.4,0.548,0.4,0.548,0,0.0,0,0.0,2.2,1.643,15.4,6.025,2.4,0.548,0,0.0,2,0,0,3
claude45,instructions,sighted,L9,5,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,9,0.0,8,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S10,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S11,5,0.8,0.447,1,0.0,0.2,0.447,0.8,0.447,2,0.0,10,0.0,1,0.0,0,0.0,0,1,4,0
claude45,instructions,sighted,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,11,0.0,0,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S4,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S5,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted,S6,5,1,0.0,0.8,0.447,0,0.0,0,0.0,1.8,0.447,8,0.0,1,0.0,0,0.0,4,0,0,1
claude45,instructions,sighted,S7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,2.236,1,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted,S9,5,0.8,0.447,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
